customer_id,activation_date,churn_date,study_end_date,last_observed_date,churn_label,customer_status,survival_time_days,survival_time_months,age,marital_status,monthly_charges,device_type,internet_service,contract_type,payment_method,tech_support,online_security,streaming_tv
CUST-08102,11/06/2025,,31/03/2026,31/03/2026,0,No,293,9.626,18,Married,20.11,Smartphone,Mobile Data,Month-to-month,Cash/Agent,No,No,Yes
CUST-08103,08/07/2025,,31/03/2026,31/03/2026,0,No,266,8.739,38,Married,61.52,Tablet,4G/5G Fixed Wireless,12-month,Bank Transfer,Yes,Not applicable,Not applicable
CUST-08104,20/07/2025,09/11/2025,31/03/2026,09/11/2025,1,Yes,112,3.68,68,Divorced/Widowed,49.4,Smartphone,DSL,Month-to-month,Bank Transfer,Yes,No,No
CUST-08105,01/08/2025,,31/03/2026,31/03/2026,0,No,242,7.951,63,Married,33.17,Feature Phone,4G/5G Fixed Wireless,Month-to-month,Card,Yes,No,No
CUST-08106,09/08/2025,05/12/2025,31/03/2026,05/12/2025,1,Yes,118,3.877,23,Single,59.97,Feature Phone,Fiber,Month-to-month,Mobile Money,Yes,Not applicable,No
CUST-08107,14/05/2025,02/11/2025,31/03/2026,02/11/2025,1,Yes,172,5.651,61,Married,16.25,Tablet,4G/5G Fixed Wireless,Month-to-month,Card,No,No,Not applicable
CUST-08108,19/06/2025,,31/03/2026,31/03/2026,0,No,285,9.363,69,Married,50.72,Tablet,Mobile Data,24-month,Card,No,No,Yes
CUST-08109,20/11/2025,,31/03/2026,31/03/2026,0,No,131,4.304,18,Married,30.9,Feature Phone,None,12-month,Mobile Money,No,No,No
CUST-08110,24/02/2025,08/12/2025,31/03/2026,08/12/2025,1,Yes,287,9.429,24,Single,33.21,Router/MiFi,DSL,Month-to-month,Bank Transfer,No,No,Yes
CUST-08111,26/05/2025,,31/03/2026,31/03/2026,0,No,309,10.152,39,Single,70.63,Feature Phone,Fiber,12-month,Cash/Agent,No,No,No
CUST-08112,27/03/2025,20/08/2025,31/03/2026,20/08/2025,1,Yes,146,4.797,46,Single,50.16,Feature Phone,Mobile Data,Month-to-month,Bank Transfer,No,No,Not applicable
CUST-08113,01/09/2025,,31/03/2026,31/03/2026,0,No,211,6.932,65,Married,72.54,Tablet,Fiber,12-month,Mobile Money,No,Not applicable,No
CUST-08114,02/01/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,453,14.883,28,Single,74.28,Router/MiFi,Fiber,12-month,Cash/Agent,No,No,No
CUST-08115,24/06/2025,26/07/2025,31/03/2026,26/07/2025,1,Yes,32,1.051,18,Married,46.5,Smartphone,Mobile Data,12-month,Cash/Agent,No,Not applicable,Yes
CUST-08116,31/01/2026,,31/03/2026,31/03/2026,0,No,59,1.938,64,Single,55.75,Feature Phone,4G/5G Fixed Wireless,12-month,Cash/Agent,Yes,Not applicable,Not applicable
CUST-08117,02/06/2025,10/11/2025,31/03/2026,10/11/2025,1,Yes,161,5.29,58,Single,35.48,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Cash/Agent,Yes,No,No
CUST-08118,28/02/2025,09/12/2025,31/03/2026,09/12/2025,1,Yes,284,9.331,30,Married,30.49,Feature Phone,Mobile Data,Month-to-month,Cash/Agent,Yes,Yes,Not applicable
CUST-08119,03/08/2025,,31/03/2026,31/03/2026,0,No,240,7.885,49,Single,46.35,Router/MiFi,4G/5G Fixed Wireless,12-month,Cash/Agent,No,No,Yes
CUST-08120,05/01/2026,,31/03/2026,31/03/2026,0,No,85,2.793,74,Single,46.59,Smartphone,4G/5G Fixed Wireless,Month-to-month,Cash/Agent,No,Yes,Not applicable
CUST-08121,29/04/2025,30/06/2025,31/03/2026,30/06/2025,1,Yes,62,2.037,78,Single,38.18,Router/MiFi,Mobile Data,Month-to-month,Bank Transfer,Yes,Yes,Yes
CUST-08122,08/12/2025,,31/03/2026,31/03/2026,0,No,113,3.713,36,Single,79.68,Router/MiFi,Fiber,Month-to-month,Bank Transfer,Yes,Yes,Not applicable
CUST-08123,02/03/2025,,31/03/2026,31/03/2026,0,No,394,12.945,46,Single,44.51,Smartphone,Fiber,Month-to-month,Cash/Agent,Yes,Yes,Yes
CUST-08124,03/05/2025,,31/03/2026,31/03/2026,0,No,332,10.908,65,Married,35.14,Smartphone,Mobile Data,Month-to-month,Mobile Money,Yes,Not applicable,Not applicable
CUST-08125,29/05/2025,,31/03/2026,31/03/2026,0,No,306,10.053,60,Married,33.37,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Card,No,Not applicable,Yes
CUST-08126,14/08/2025,,31/03/2026,31/03/2026,0,No,229,7.524,68,Single,74.76,Router/MiFi,Fiber,Month-to-month,Mobile Money,Yes,Yes,Not applicable
CUST-08127,04/11/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,147,4.83,37,Married,68.79,Router/MiFi,Fiber,Month-to-month,Bank Transfer,No,No,Not applicable
CUST-08128,30/03/2025,03/07/2025,31/03/2026,03/07/2025,1,Yes,95,3.121,64,Single,53.41,Tablet,4G/5G Fixed Wireless,Month-to-month,Cash/Agent,No,Yes,Yes
CUST-08129,19/01/2026,,31/03/2026,31/03/2026,0,No,71,2.333,21,Married,37.9,Router/MiFi,Mobile Data,12-month,Mobile Money,Yes,No,Yes
CUST-08130,06/05/2025,,31/03/2026,31/03/2026,0,No,329,10.809,27,Married,89.03,Smartphone,Fiber,Month-to-month,Card,No,Not applicable,No
CUST-08131,20/01/2026,05/02/2026,31/03/2026,05/02/2026,1,Yes,16,0.526,37,Single,44.14,Router/MiFi,None,Month-to-month,Card,Yes,Not applicable,No
CUST-08132,12/01/2026,,31/03/2026,31/03/2026,0,No,78,2.563,59,Married,37.81,Smartphone,4G/5G Fixed Wireless,12-month,Cash/Agent,Yes,No,No
CUST-08133,05/03/2025,,31/03/2026,31/03/2026,0,No,391,12.846,27,Married,53.73,Smartphone,4G/5G Fixed Wireless,12-month,Bank Transfer,Yes,No,No
CUST-08134,28/02/2025,,31/03/2026,31/03/2026,0,No,396,13.01,38,Married,46.41,Router/MiFi,Fiber,12-month,Mobile Money,No,Not applicable,Not applicable
CUST-08135,08/03/2025,20/01/2026,31/03/2026,20/01/2026,1,Yes,318,10.448,73,Single,62.58,Smartphone,4G/5G Fixed Wireless,24-month,Bank Transfer,Yes,Yes,No
CUST-08136,13/12/2025,,31/03/2026,31/03/2026,0,No,108,3.548,41,Single,28.26,Feature Phone,None,12-month,Card,No,Not applicable,Not applicable
CUST-08137,27/05/2025,06/12/2025,31/03/2026,06/12/2025,1,Yes,193,6.341,34,Single,47.13,Feature Phone,Mobile Data,Month-to-month,Mobile Money,No,No,Not applicable
CUST-08138,10/05/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,325,10.678,68,Single,63.4,Smartphone,Fiber,12-month,Bank Transfer,Yes,No,Not applicable
CUST-08139,28/04/2025,,31/03/2026,31/03/2026,0,No,337,11.072,65,Single,17.06,Smartphone,None,24-month,Bank Transfer,Yes,Yes,Yes
CUST-08140,01/04/2025,,31/03/2026,31/03/2026,0,No,364,11.959,63,Single,34.34,Smartphone,Fiber,12-month,Card,Yes,Not applicable,Not applicable
CUST-08141,24/02/2026,,31/03/2026,31/03/2026,0,No,35,1.15,24,Single,33.15,Smartphone,None,24-month,Bank Transfer,Yes,Yes,Not applicable
CUST-08142,19/11/2025,26/11/2025,31/03/2026,26/11/2025,1,Yes,7,0.23,47,Married,28.11,Router/MiFi,Mobile Data,Month-to-month,Bank Transfer,No,Not applicable,Not applicable
CUST-08143,31/01/2025,,31/03/2026,31/03/2026,0,No,424,13.93,68,Married,35.51,Smartphone,Mobile Data,24-month,Cash/Agent,No,Not applicable,Not applicable
CUST-08144,17/12/2025,,31/03/2026,31/03/2026,0,No,104,3.417,52,Single,75.8,Router/MiFi,Fiber,Month-to-month,Mobile Money,No,Yes,Not applicable
CUST-08145,02/03/2025,24/01/2026,31/03/2026,24/01/2026,1,Yes,328,10.776,55,Married,52.48,Tablet,Mobile Data,12-month,Cash/Agent,No,Not applicable,Not applicable
CUST-08146,04/06/2025,,31/03/2026,31/03/2026,0,No,300,9.856,31,Divorced/Widowed,28.97,Router/MiFi,DSL,Month-to-month,Bank Transfer,Yes,Yes,No
CUST-08147,16/02/2025,,31/03/2026,31/03/2026,0,No,408,13.405,51,Single,74.76,Smartphone,Fiber,12-month,Card,No,Not applicable,No
CUST-08148,15/05/2025,,31/03/2026,31/03/2026,0,No,320,10.513,74,Married,23.78,Router/MiFi,DSL,Month-to-month,Cash/Agent,No,Yes,No
CUST-08149,29/04/2025,,31/03/2026,31/03/2026,0,No,336,11.039,58,Single,85.23,Smartphone,Fiber,Month-to-month,Bank Transfer,No,No,Not applicable
CUST-08150,16/07/2025,,31/03/2026,31/03/2026,0,No,258,8.476,40,Single,26.61,Tablet,DSL,Month-to-month,Mobile Money,No,Yes,Not applicable
CUST-08151,28/01/2026,,31/03/2026,31/03/2026,0,No,62,2.037,49,Single,39.86,Router/MiFi,4G/5G Fixed Wireless,24-month,Mobile Money,Yes,Yes,No
CUST-08152,04/03/2026,,31/03/2026,31/03/2026,0,No,27,0.887,51,Single,47.66,Smartphone,Fiber,Month-to-month,Bank Transfer,Yes,Not applicable,Yes
CUST-08153,14/02/2026,,31/03/2026,31/03/2026,0,No,45,1.478,40,Married,63.25,Smartphone,Mobile Data,12-month,Card,No,Not applicable,Not applicable
CUST-08154,27/08/2025,23/02/2026,31/03/2026,23/02/2026,1,Yes,180,5.914,56,Single,64.37,Feature Phone,Fiber,24-month,Bank Transfer,No,Yes,Not applicable
CUST-08155,24/02/2025,,31/03/2026,31/03/2026,0,No,400,13.142,70,Single,32.45,Router/MiFi,Mobile Data,12-month,Cash/Agent,Yes,No,No
CUST-08156,20/05/2025,,31/03/2026,31/03/2026,0,No,315,10.349,36,Single,42.28,Feature Phone,4G/5G Fixed Wireless,12-month,Mobile Money,No,Not applicable,Yes
CUST-08157,09/10/2025,19/03/2026,31/03/2026,19/03/2026,1,Yes,161,5.29,21,Married,56.71,Smartphone,Fiber,24-month,Bank Transfer,Yes,No,Not applicable
CUST-08158,18/03/2026,31/03/2026,31/03/2026,31/03/2026,1,Yes,13,0.427,28,Married,53.4,Smartphone,Fiber,Month-to-month,Bank Transfer,Yes,No,No
CUST-08159,10/04/2025,23/11/2025,31/03/2026,23/11/2025,1,Yes,227,7.458,25,Single,37.56,Smartphone,Mobile Data,Month-to-month,Bank Transfer,Yes,No,Not applicable
CUST-08160,29/01/2026,30/01/2026,31/03/2026,30/01/2026,1,Yes,1,0.033,72,Married,50.16,Router/MiFi,Fiber,Month-to-month,Cash/Agent,Yes,Not applicable,No
CUST-08161,27/04/2025,,31/03/2026,31/03/2026,0,No,338,11.105,53,Married,36.93,Tablet,4G/5G Fixed Wireless,12-month,Card,Yes,Yes,Not applicable
CUST-08162,20/03/2026,,31/03/2026,31/03/2026,0,No,11,0.361,42,Divorced/Widowed,53.89,Smartphone,Fiber,Month-to-month,Card,No,Yes,Not applicable
CUST-08163,19/02/2026,,31/03/2026,31/03/2026,0,No,40,1.314,72,Single,20.22,Router/MiFi,None,24-month,Bank Transfer,No,No,Yes
CUST-08164,04/11/2025,,31/03/2026,31/03/2026,0,No,147,4.83,78,Single,37.74,Feature Phone,None,12-month,Bank Transfer,Yes,Not applicable,Not applicable
CUST-08165,20/03/2025,11/01/2026,31/03/2026,11/01/2026,1,Yes,297,9.758,41,Married,64.31,Smartphone,Fiber,Month-to-month,Cash/Agent,Yes,Not applicable,Not applicable
CUST-08166,08/11/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,143,4.698,55,Married,56.69,Router/MiFi,Fiber,Month-to-month,Mobile Money,Yes,Not applicable,No
CUST-08167,14/01/2025,19/03/2025,31/03/2026,19/03/2025,1,Yes,64,2.103,74,Married,53.53,Smartphone,Fiber,24-month,Card,Yes,Yes,Not applicable
CUST-08168,13/09/2025,,31/03/2026,31/03/2026,0,No,199,6.538,73,Married,59.19,Router/MiFi,Fiber,Month-to-month,Cash/Agent,No,Not applicable,No
CUST-08169,30/09/2025,,31/03/2026,31/03/2026,0,No,182,5.979,78,Single,42.45,Smartphone,Mobile Data,Month-to-month,Card,No,Yes,Yes
CUST-08170,31/05/2025,29/07/2025,31/03/2026,29/07/2025,1,Yes,59,1.938,37,Divorced/Widowed,46.79,Smartphone,Mobile Data,12-month,Bank Transfer,Yes,Not applicable,Yes
CUST-08171,14/01/2025,10/04/2025,31/03/2026,10/04/2025,1,Yes,86,2.825,41,Married,21.16,Smartphone,None,Month-to-month,Cash/Agent,No,No,Yes
CUST-08172,11/04/2025,,31/03/2026,31/03/2026,0,No,354,11.63,36,Married,68.16,Smartphone,4G/5G Fixed Wireless,24-month,Card,Yes,No,Yes
CUST-08173,22/07/2025,,31/03/2026,31/03/2026,0,No,252,8.279,34,Single,77.5,Router/MiFi,Fiber,24-month,Card,Yes,Not applicable,Yes
CUST-08174,03/01/2025,,31/03/2026,31/03/2026,0,No,452,14.85,26,Married,60.6,Router/MiFi,Fiber,24-month,Mobile Money,Yes,No,Yes
CUST-08175,21/03/2026,,31/03/2026,31/03/2026,0,No,10,0.329,21,Single,68.7,Smartphone,Fiber,Month-to-month,Cash/Agent,No,Yes,Yes
CUST-08176,17/11/2025,,31/03/2026,31/03/2026,0,No,134,4.402,56,Married,24.44,Router/MiFi,None,Month-to-month,Cash/Agent,No,Not applicable,No
CUST-08177,23/08/2025,,31/03/2026,31/03/2026,0,No,220,7.228,35,Divorced/Widowed,22.43,Router/MiFi,None,12-month,Bank Transfer,No,Not applicable,No
CUST-08178,11/09/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,201,6.604,58,Married,63.35,Smartphone,Fiber,Month-to-month,Mobile Money,No,Yes,Yes
CUST-08179,25/07/2025,,31/03/2026,31/03/2026,0,No,249,8.181,52,Single,37.92,Tablet,Fiber,Month-to-month,Bank Transfer,Yes,Not applicable,No
CUST-08180,18/12/2025,19/12/2025,31/03/2026,19/12/2025,1,Yes,1,0.033,62,Married,68.86,Tablet,Fiber,12-month,Bank Transfer,Yes,Not applicable,No
CUST-08181,10/06/2025,23/12/2025,31/03/2026,23/12/2025,1,Yes,196,6.439,53,Married,36.19,Smartphone,4G/5G Fixed Wireless,Month-to-month,Cash/Agent,No,No,No
CUST-08182,13/09/2025,,31/03/2026,31/03/2026,0,No,199,6.538,70,Married,40.9,Smartphone,4G/5G Fixed Wireless,Month-to-month,Card,Yes,No,No
CUST-08183,13/09/2025,,31/03/2026,31/03/2026,0,No,199,6.538,42,Married,28.08,Smartphone,DSL,Month-to-month,Bank Transfer,Yes,Yes,Yes
CUST-08184,21/10/2025,18/02/2026,31/03/2026,18/02/2026,1,Yes,120,3.943,78,Single,77.26,Feature Phone,Fiber,Month-to-month,Mobile Money,No,Not applicable,Not applicable
CUST-08185,06/02/2026,23/03/2026,31/03/2026,23/03/2026,1,Yes,45,1.478,66,Married,61.54,Smartphone,Fiber,Month-to-month,Card,No,Yes,Not applicable
CUST-08186,03/07/2025,,31/03/2026,31/03/2026,0,No,271,8.903,59,Single,28.09,Smartphone,Mobile Data,12-month,Cash/Agent,No,Not applicable,Yes
CUST-08187,09/03/2025,,31/03/2026,31/03/2026,0,No,387,12.715,49,Married,62.23,Smartphone,4G/5G Fixed Wireless,12-month,Card,No,Yes,Not applicable
CUST-08188,17/06/2025,,31/03/2026,31/03/2026,0,No,287,9.429,26,Divorced/Widowed,63.92,Smartphone,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,Yes,Yes,Not applicable
CUST-08189,22/08/2025,,31/03/2026,31/03/2026,0,No,221,7.261,73,Married,16.41,Smartphone,DSL,Month-to-month,Cash/Agent,No,Not applicable,Not applicable
CUST-08190,29/01/2025,,31/03/2026,31/03/2026,0,No,426,13.996,73,Divorced/Widowed,41.43,Router/MiFi,Mobile Data,24-month,Mobile Money,Yes,Yes,Not applicable
CUST-08191,13/02/2025,,31/03/2026,31/03/2026,0,No,411,13.503,20,Married,42.06,Router/MiFi,None,12-month,Card,Yes,Yes,Not applicable
CUST-08192,19/09/2025,,31/03/2026,31/03/2026,0,No,193,6.341,53,Single,21.6,Smartphone,None,12-month,Mobile Money,Yes,No,No
CUST-08193,04/02/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,420,13.799,37,Married,27.76,Smartphone,Mobile Data,Month-to-month,Bank Transfer,No,No,Not applicable
CUST-08194,17/09/2025,19/12/2025,31/03/2026,19/12/2025,1,Yes,93,3.055,18,Married,34.09,Smartphone,None,Month-to-month,Mobile Money,No,Not applicable,Not applicable
CUST-08195,29/07/2025,15/12/2025,31/03/2026,15/12/2025,1,Yes,139,4.567,38,Married,61.06,Smartphone,Fiber,Month-to-month,Cash/Agent,Yes,Not applicable,Not applicable
CUST-08196,16/02/2026,24/02/2026,31/03/2026,24/02/2026,1,Yes,8,0.263,54,Single,68.28,Smartphone,4G/5G Fixed Wireless,Month-to-month,Card,Yes,No,No
CUST-08197,29/06/2025,,31/03/2026,31/03/2026,0,No,275,9.035,41,Single,21.45,Router/MiFi,None,Month-to-month,Mobile Money,Yes,Yes,Not applicable
CUST-08198,26/04/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,339,11.138,18,Married,57.97,Smartphone,4G/5G Fixed Wireless,Month-to-month,Card,No,No,Yes
CUST-08199,17/01/2026,23/01/2026,31/03/2026,23/01/2026,1,Yes,6,0.197,20,Married,37.6,Smartphone,4G/5G Fixed Wireless,Month-to-month,Cash/Agent,No,Not applicable,No
CUST-08200,28/05/2025,09/07/2025,31/03/2026,09/07/2025,1,Yes,42,1.38,20,Married,48,Router/MiFi,Mobile Data,Month-to-month,Bank Transfer,Yes,Not applicable,Yes
CUST-08201,02/02/2026,05/03/2026,31/03/2026,05/03/2026,1,Yes,31,1.018,48,Divorced/Widowed,37.06,Smartphone,Mobile Data,12-month,Mobile Money,Yes,Yes,Not applicable
CUST-08202,31/03/2026,,31/03/2026,31/03/2026,0,No,0,0,45,Married,57.53,Router/MiFi,Fiber,24-month,Cash/Agent,No,Not applicable,Yes
CUST-08203,16/04/2025,,31/03/2026,31/03/2026,0,No,349,11.466,62,Married,66.89,Router/MiFi,Fiber,24-month,Cash/Agent,No,No,No
CUST-08204,07/04/2025,,31/03/2026,31/03/2026,0,No,358,11.762,27,Married,58.47,Tablet,4G/5G Fixed Wireless,Month-to-month,Card,No,Yes,No
CUST-08205,09/04/2025,,31/03/2026,31/03/2026,0,No,356,11.696,38,Single,31.45,Smartphone,DSL,12-month,Mobile Money,Yes,Yes,Not applicable
CUST-08206,11/04/2025,,31/03/2026,31/03/2026,0,No,354,11.63,47,Married,15.33,Smartphone,Mobile Data,Month-to-month,Card,Yes,Yes,No
CUST-08207,22/10/2025,,31/03/2026,31/03/2026,0,No,160,5.257,63,Married,74.94,Smartphone,Fiber,12-month,Card,Yes,Not applicable,No
CUST-08208,11/09/2025,,31/03/2026,31/03/2026,0,No,201,6.604,50,Married,17.31,Tablet,None,Month-to-month,Card,No,No,Yes
CUST-08209,24/08/2025,,31/03/2026,31/03/2026,0,No,219,7.195,58,Single,13.45,Smartphone,None,Month-to-month,Cash/Agent,No,No,Not applicable
CUST-08210,22/06/2025,06/07/2025,31/03/2026,06/07/2025,1,Yes,14,0.46,58,Married,45.97,Smartphone,Mobile Data,Month-to-month,Card,No,Not applicable,No
CUST-08211,25/06/2025,,31/03/2026,31/03/2026,0,No,279,9.166,71,Married,80.81,Router/MiFi,Fiber,12-month,Card,Yes,Not applicable,No
CUST-08212,14/01/2025,,31/03/2026,31/03/2026,0,No,441,14.489,38,Married,51.63,Router/MiFi,Mobile Data,12-month,Card,No,Not applicable,Not applicable
CUST-08213,20/12/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,101,3.318,63,Married,8,Tablet,None,Month-to-month,Mobile Money,No,Not applicable,Not applicable
CUST-08214,22/05/2025,14/09/2025,31/03/2026,14/09/2025,1,Yes,115,3.778,50,Married,28.58,Router/MiFi,None,12-month,Cash/Agent,Yes,Yes,No
CUST-08215,10/09/2025,,31/03/2026,31/03/2026,0,No,202,6.637,32,Single,24.79,Router/MiFi,None,12-month,Card,Yes,No,Not applicable
CUST-08216,15/11/2025,22/12/2025,31/03/2026,22/12/2025,1,Yes,37,1.216,45,Married,22.65,Feature Phone,None,Month-to-month,Card,No,Yes,Not applicable
CUST-08217,20/11/2025,04/01/2026,31/03/2026,04/01/2026,1,Yes,45,1.478,31,Married,29.17,Smartphone,DSL,12-month,Bank Transfer,Yes,Not applicable,No
CUST-08218,06/01/2025,,31/03/2026,31/03/2026,0,No,449,14.752,72,Single,78.03,Smartphone,Fiber,12-month,Card,Yes,No,Yes
CUST-08219,17/02/2025,10/11/2025,31/03/2026,10/11/2025,1,Yes,266,8.739,78,Married,54.31,Smartphone,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,No,No,No
CUST-08220,18/12/2025,,31/03/2026,31/03/2026,0,No,103,3.384,72,Married,32.69,Router/MiFi,Mobile Data,Month-to-month,Bank Transfer,Yes,No,No
CUST-08221,05/04/2025,25/10/2025,31/03/2026,25/10/2025,1,Yes,203,6.669,73,Divorced/Widowed,13.88,Router/MiFi,None,12-month,Cash/Agent,Yes,No,Not applicable
CUST-08222,28/02/2026,,31/03/2026,31/03/2026,0,No,31,1.018,52,Single,21.74,Feature Phone,None,Month-to-month,Cash/Agent,Yes,No,Yes
CUST-08223,11/02/2026,,31/03/2026,31/03/2026,0,No,48,1.577,39,Married,35.88,Smartphone,4G/5G Fixed Wireless,12-month,Mobile Money,Yes,Yes,Not applicable
CUST-08224,15/03/2026,,31/03/2026,31/03/2026,0,No,16,0.526,45,Married,37.02,Smartphone,None,Month-to-month,Card,Yes,Yes,No
CUST-08225,15/02/2025,,31/03/2026,31/03/2026,0,No,409,13.437,39,Single,75.03,Smartphone,Fiber,Month-to-month,Cash/Agent,Yes,Not applicable,Not applicable
CUST-08226,01/10/2025,07/10/2025,31/03/2026,07/10/2025,1,Yes,6,0.197,69,Single,47.25,Smartphone,Fiber,Month-to-month,Cash/Agent,No,Yes,Not applicable
CUST-08227,01/11/2025,,31/03/2026,31/03/2026,0,No,150,4.928,22,Single,62.83,Router/MiFi,Fiber,24-month,Cash/Agent,Yes,No,Not applicable
CUST-08228,01/08/2025,,31/03/2026,31/03/2026,0,No,242,7.951,21,Single,24.08,Smartphone,DSL,Month-to-month,Mobile Money,No,No,Yes
CUST-08229,12/03/2025,,31/03/2026,31/03/2026,0,No,384,12.616,18,Single,32.73,Smartphone,Mobile Data,Month-to-month,Cash/Agent,Yes,Not applicable,Yes
CUST-08230,09/01/2026,28/01/2026,31/03/2026,28/01/2026,1,Yes,19,0.624,72,Married,37.67,Smartphone,4G/5G Fixed Wireless,Month-to-month,Card,Yes,Not applicable,Not applicable
CUST-08231,29/07/2025,,31/03/2026,31/03/2026,0,No,245,8.049,43,Married,60.82,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Card,No,Yes,Yes
CUST-08232,12/02/2025,,31/03/2026,31/03/2026,0,No,412,13.536,26,Married,66.87,Smartphone,4G/5G Fixed Wireless,Month-to-month,Card,Yes,No,Yes
CUST-08233,07/03/2026,,31/03/2026,31/03/2026,0,No,24,0.789,61,Single,69.34,Smartphone,Fiber,24-month,Card,Yes,No,Not applicable
CUST-08234,06/07/2025,,31/03/2026,31/03/2026,0,No,268,8.805,41,Married,73.76,Router/MiFi,Fiber,Month-to-month,Mobile Money,Yes,No,No
CUST-08235,02/04/2025,,31/03/2026,31/03/2026,0,No,363,11.926,51,Single,33.11,Feature Phone,Mobile Data,Month-to-month,Mobile Money,No,No,Yes
CUST-08236,26/01/2025,,31/03/2026,31/03/2026,0,No,429,14.094,49,Divorced/Widowed,87.96,Feature Phone,Fiber,24-month,Bank Transfer,No,Not applicable,Not applicable
CUST-08237,19/01/2025,,31/03/2026,31/03/2026,0,No,436,14.324,31,Married,35.28,Smartphone,Mobile Data,12-month,Card,No,Not applicable,No
CUST-08238,13/05/2025,13/07/2025,31/03/2026,13/07/2025,1,Yes,61,2.004,50,Married,46.73,Smartphone,Mobile Data,12-month,Cash/Agent,Yes,Yes,Not applicable
CUST-08239,22/02/2026,27/03/2026,31/03/2026,27/03/2026,1,Yes,33,1.084,61,Married,43.64,Smartphone,4G/5G Fixed Wireless,Month-to-month,Mobile Money,Yes,Not applicable,Yes
CUST-08240,06/02/2025,,31/03/2026,31/03/2026,0,No,418,13.733,70,Married,51,Router/MiFi,Fiber,12-month,Cash/Agent,Yes,Yes,No
CUST-08241,08/03/2026,11/03/2026,31/03/2026,11/03/2026,1,Yes,3,0.099,28,Single,32.5,Smartphone,Mobile Data,12-month,Cash/Agent,Yes,No,Yes
CUST-08242,06/02/2025,,31/03/2026,31/03/2026,0,No,418,13.733,53,Married,46.36,Feature Phone,4G/5G Fixed Wireless,12-month,Card,Yes,Yes,No
CUST-08243,10/01/2026,,31/03/2026,31/03/2026,0,No,80,2.628,74,Single,27.65,Smartphone,DSL,12-month,Mobile Money,Yes,No,Yes
CUST-08244,16/08/2025,,31/03/2026,31/03/2026,0,No,227,7.458,19,Single,90.08,Tablet,Fiber,12-month,Mobile Money,Yes,No,Not applicable
CUST-08245,10/10/2025,,31/03/2026,31/03/2026,0,No,172,5.651,54,Single,28.22,Tablet,DSL,12-month,Mobile Money,No,Yes,Yes
CUST-08246,02/04/2025,,31/03/2026,31/03/2026,0,No,363,11.926,53,Divorced/Widowed,55.42,Router/MiFi,Fiber,24-month,Card,Yes,Not applicable,No
CUST-08247,31/03/2025,,31/03/2026,31/03/2026,0,No,365,11.992,43,Married,42.78,Smartphone,Mobile Data,12-month,Mobile Money,Yes,Yes,No
CUST-08248,31/01/2025,,31/03/2026,31/03/2026,0,No,424,13.93,62,Married,76.99,Smartphone,Fiber,Month-to-month,Cash/Agent,Yes,Yes,Not applicable
CUST-08249,25/05/2025,21/06/2025,31/03/2026,21/06/2025,1,Yes,27,0.887,46,Married,21.45,Tablet,None,Month-to-month,Cash/Agent,No,Not applicable,No
CUST-08250,27/11/2025,,31/03/2026,31/03/2026,0,No,124,4.074,62,Divorced/Widowed,8,Smartphone,Mobile Data,Month-to-month,Cash/Agent,Yes,No,No
CUST-08251,14/12/2025,,31/03/2026,31/03/2026,0,No,107,3.515,41,Divorced/Widowed,41.81,Smartphone,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,No,No,Not applicable
CUST-08252,22/01/2025,,31/03/2026,31/03/2026,0,No,433,14.226,19,Divorced/Widowed,45.99,Smartphone,Fiber,Month-to-month,Bank Transfer,No,No,No
CUST-08253,22/01/2025,,31/03/2026,31/03/2026,0,No,433,14.226,74,Married,58.61,Smartphone,Fiber,12-month,Card,No,Not applicable,No
CUST-08254,03/10/2025,12/10/2025,31/03/2026,12/10/2025,1,Yes,9,0.296,60,Married,43.12,Smartphone,Mobile Data,12-month,Bank Transfer,No,No,Yes
CUST-08255,17/04/2025,,31/03/2026,31/03/2026,0,No,348,11.433,75,Single,62.89,Smartphone,Fiber,12-month,Bank Transfer,Yes,Yes,Yes
CUST-08256,09/07/2025,12/07/2025,31/03/2026,12/07/2025,1,Yes,3,0.099,56,Married,42.46,Feature Phone,DSL,Month-to-month,Mobile Money,Yes,Not applicable,Not applicable
CUST-08257,11/05/2025,,31/03/2026,31/03/2026,0,No,324,10.645,63,Divorced/Widowed,8,Feature Phone,None,Month-to-month,Card,No,Not applicable,Yes
CUST-08258,04/10/2025,,31/03/2026,31/03/2026,0,No,178,5.848,19,Married,65.26,Router/MiFi,4G/5G Fixed Wireless,12-month,Cash/Agent,No,Not applicable,Yes
