customer_id,gender,age,senior_citizen,married,dependents,number_of_dependents,referred_a_friend,number_of_referrals,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,churn_label,tenure_in_months
4896,Male,58,No,No,No,0,No,0,Offer E,Yes,1.88,No,Yes,21,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,4
4897,Male,50,No,Yes,No,0,Yes,5,None,Yes,44.06,Yes,Yes,6,Yes,Yes,Yes,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,No,71
4898,Male,22,No,Yes,No,0,Yes,10,Offer D,Yes,6.03,No,Yes,51,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,No,22
4899,Male,48,No,No,No,0,No,0,Offer B,Yes,44.45,Yes,Yes,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,44
4900,Female,49,No,Yes,Yes,2,Yes,2,None,Yes,9.97,Yes,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,No,33
4901,Female,54,No,No,No,0,No,0,None,Yes,8.56,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,1
4902,Male,47,No,No,No,0,No,0,None,Yes,32.41,No,Yes,22,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,No,30
4903,Female,60,No,No,No,0,No,0,None,No,0,No,Yes,9,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,No,1
4904,Male,22,No,Yes,Yes,2,Yes,5,Offer D,Yes,9.16,Yes,Yes,59,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,No,16
4905,Male,21,No,Yes,No,0,Yes,5,None,Yes,48.32,No,Yes,59,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,71
4906,Male,39,No,No,No,0,No,0,Offer B,Yes,19.66,Yes,Yes,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,43
4907,Male,20,No,Yes,No,0,Yes,3,Offer B,No,0,No,Yes,73,Yes,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,No,50
4908,Female,43,No,No,No,0,No,0,Offer B,Yes,29.19,Yes,Yes,4,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,No,41
4909,Female,27,No,Yes,No,0,Yes,4,Offer B,Yes,42.1,Yes,Yes,52,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,No,40
4910,Female,23,No,Yes,Yes,3,Yes,3,None,Yes,24.28,Yes,Yes,73,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,3
4911,Female,42,No,No,No,0,No,0,None,Yes,37.18,Yes,Yes,9,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,No,37
4912,Female,59,No,Yes,Yes,1,Yes,2,None,Yes,24.04,Yes,Yes,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,32
4913,Female,25,No,Yes,Yes,3,Yes,6,None,Yes,48.49,Yes,Yes,82,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,No,32
4914,Female,48,No,No,No,0,No,0,Offer B,Yes,31.23,Yes,Yes,16,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,59
4915,Female,53,No,Yes,No,0,Yes,7,None,Yes,17.33,No,Yes,13,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,No,30
4916,Female,51,No,Yes,Yes,1,Yes,1,None,Yes,35.52,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,27
4917,Male,60,No,No,Yes,3,No,0,None,Yes,27.34,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,9
4918,Female,47,No,Yes,Yes,2,Yes,8,None,Yes,20.15,Yes,Yes,16,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,No,68
4919,Female,56,No,Yes,Yes,2,Yes,10,None,Yes,39.07,Yes,Yes,19,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,No,69
4920,Male,62,No,No,No,0,No,0,None,Yes,37.69,Yes,Yes,30,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,26
4921,Male,49,No,Yes,Yes,2,Yes,10,Offer A,Yes,28.19,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,69
4922,Male,60,No,No,No,0,No,0,Offer D,Yes,49.8,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,11
4923,Male,19,No,No,No,0,No,0,None,Yes,24.66,Yes,Yes,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,No,1
4924,Male,37,No,Yes,Yes,1,No,0,Offer D,Yes,37.59,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,10
4925,Female,41,No,Yes,Yes,3,Yes,7,Offer B,Yes,16.16,Yes,Yes,29,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,55
4926,Male,42,No,No,No,0,No,0,Offer B,Yes,34.98,No,Yes,2,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,No,44
4927,Male,32,No,Yes,Yes,1,Yes,4,Offer A,Yes,49.4,No,Yes,12,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,69
4928,Male,34,No,No,No,0,No,0,Offer C,Yes,10.06,No,Yes,25,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,No,29
4929,Female,32,No,Yes,No,0,No,0,Offer B,Yes,12.19,Yes,Yes,16,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,57
4930,Male,58,No,No,No,0,No,0,Offer C,Yes,40.39,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,28
4931,Female,42,No,No,No,0,No,0,Offer B,Yes,32.16,No,Yes,8,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,No,42
4932,Male,61,No,No,Yes,1,No,0,None,No,0,No,Yes,19,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,No,23
4933,Female,39,No,Yes,Yes,2,Yes,8,None,Yes,14.6,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,18
4934,Male,60,No,Yes,Yes,1,Yes,1,None,Yes,16.48,Yes,No,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,No,62
4935,Male,19,No,No,No,0,No,0,Offer A,Yes,37.32,Yes,Yes,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,67
4936,Male,19,No,No,No,0,No,0,None,Yes,33.68,No,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,No,62
4937,Male,31,No,No,No,0,No,0,None,Yes,11.19,No,Yes,14,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,2
4938,Female,62,No,Yes,Yes,2,Yes,10,None,Yes,33.02,Yes,Yes,12,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,23
4939,Female,32,No,No,Yes,3,No,0,Offer C,No,0,No,Yes,75,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,25
4940,Female,40,No,Yes,No,0,Yes,9,None,Yes,22.23,Yes,Yes,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,2
4941,Female,26,No,No,No,0,No,0,None,Yes,5.27,No,No,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,No,8
4942,Male,47,No,No,No,0,No,0,Offer C,No,0,No,Yes,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,No,35
4943,Male,60,No,No,No,0,No,0,Offer C,Yes,47.33,Yes,No,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,No,24
4944,Female,33,No,Yes,Yes,1,Yes,5,None,Yes,29.03,No,Yes,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,2
4945,Male,38,No,Yes,Yes,3,Yes,6,Offer A,Yes,32.22,Yes,Yes,25,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,72
4946,Female,20,No,No,No,0,No,0,None,Yes,36.7,Yes,Yes,59,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,41
4947,Male,59,No,No,No,0,No,0,Offer C,Yes,39.63,No,Yes,29,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,No,26
4948,Female,28,No,Yes,Yes,3,Yes,9,None,Yes,35.2,Yes,Yes,52,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,4
4949,Male,45,No,No,No,0,No,0,None,Yes,3.59,No,Yes,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,No,48
4950,Male,36,No,Yes,No,0,Yes,6,None,Yes,4.59,Yes,Yes,9,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,60
4951,Male,20,No,No,No,0,No,0,None,Yes,12.28,No,Yes,48,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,No,55
4952,Male,34,No,No,No,0,No,0,None,No,0,No,Yes,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,No,1
4953,Male,30,No,No,No,0,No,0,None,Yes,11.1,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,1
4954,Female,33,No,No,No,0,No,0,None,Yes,34.76,No,Yes,20,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,No,42
4955,Female,45,No,No,No,0,No,0,None,Yes,10.83,No,Yes,15,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,No,1
4956,Male,29,No,No,No,0,No,0,None,Yes,27.34,No,Yes,71,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,No,3
4957,Female,53,No,Yes,No,0,Yes,7,Offer A,Yes,17.28,Yes,Yes,11,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,72
4958,Male,40,No,No,No,0,No,0,None,Yes,11.75,Yes,Yes,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,15
4959,Female,50,No,No,No,0,No,0,None,Yes,1.87,Yes,No,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,No,11
4960,Female,63,No,No,No,0,No,0,None,Yes,5.41,Yes,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,5
4961,Male,37,No,Yes,No,0,Yes,6,Offer A,Yes,46.16,Yes,Yes,14,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,72
4962,Female,20,No,Yes,No,0,Yes,3,None,Yes,23.45,Yes,Yes,53,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,55
4963,Female,49,No,Yes,Yes,4,Yes,5,None,Yes,49.22,Yes,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,40
4964,Female,43,No,Yes,No,0,Yes,6,None,Yes,44.86,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,57
4965,Male,50,No,Yes,No,0,Yes,9,None,Yes,4.34,No,Yes,23,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,No,43
4966,Female,24,No,Yes,Yes,3,Yes,1,None,Yes,2.56,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,47
4967,Male,28,No,No,No,0,No,0,None,Yes,29.74,Yes,Yes,59,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,No,3
4968,Male,24,No,Yes,Yes,1,Yes,5,None,Yes,46.61,No,Yes,30,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,No,55
4969,Male,40,No,No,No,0,No,0,Offer C,Yes,49.52,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,29
4970,Female,56,No,No,Yes,1,No,0,None,Yes,17.85,Yes,Yes,19,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,12
4971,Female,39,No,Yes,No,0,Yes,6,Offer A,Yes,42.23,Yes,Yes,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,66
4972,Male,60,No,Yes,Yes,3,Yes,7,Offer C,Yes,25.26,Yes,Yes,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,27
4973,Female,20,No,No,No,0,No,0,None,Yes,35.55,No,Yes,73,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,58
4974,Male,56,No,No,No,0,No,0,None,Yes,40.74,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,9
4975,Male,59,No,No,No,0,No,0,Offer E,Yes,18.65,No,Yes,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,6
4976,Female,57,No,No,No,0,No,0,Offer E,Yes,2.6,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,9
4977,Male,36,No,Yes,No,0,Yes,10,Offer E,Yes,19,No,Yes,8,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,8
4978,Male,32,No,No,No,0,No,0,None,Yes,11.04,No,Yes,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,12
4979,Male,30,No,Yes,No,0,Yes,7,None,Yes,33.97,Yes,Yes,69,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,43
4980,Male,48,No,No,No,0,No,0,None,Yes,25.69,Yes,Yes,13,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,42
4981,Female,20,No,No,Yes,1,No,0,Offer A,Yes,27.09,Yes,Yes,51,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,No,66
4982,Male,55,No,No,No,0,No,0,Offer E,Yes,25.99,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,1
4983,Male,43,No,No,No,0,No,0,None,Yes,15.6,Yes,Yes,22,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,No,10
4984,Female,53,No,Yes,Yes,2,Yes,5,None,Yes,10.13,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,3
4985,Male,24,No,No,No,0,No,0,None,Yes,21.72,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,50
4986,Male,48,No,Yes,Yes,2,Yes,1,None,Yes,41.1,No,Yes,18,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,No,1
4987,Male,32,No,No,No,0,No,0,None,Yes,19.87,No,Yes,19,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,2
4988,Male,27,No,No,No,0,No,0,None,Yes,47.79,No,No,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,No,17
4989,Male,47,No,Yes,Yes,2,Yes,9,Offer A,Yes,22.49,Yes,Yes,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,69
4990,Male,63,No,Yes,No,0,Yes,4,Offer A,Yes,47.66,Yes,Yes,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,72
4991,Female,28,No,No,No,0,No,0,None,Yes,28.46,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,53
4992,Female,51,No,Yes,No,0,Yes,6,None,Yes,37.15,Yes,Yes,7,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,58
4993,Male,44,No,No,No,0,No,0,None,No,0,No,Yes,19,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,No,46
4994,Female,39,No,Yes,Yes,2,Yes,7,None,Yes,41.29,Yes,Yes,19,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,No,6
4995,Male,24,No,Yes,No,0,Yes,2,Offer A,Yes,39.61,Yes,Yes,85,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,No,72
4996,Male,33,No,No,No,0,No,0,None,Yes,21.03,No,Yes,3,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,No,4
4997,Female,44,No,Yes,Yes,2,Yes,3,None,Yes,9.87,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,52
4998,Male,22,No,Yes,Yes,2,Yes,3,None,Yes,36.37,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,10
4999,Female,23,No,No,No,0,No,0,None,Yes,46,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,2
5000,Female,29,No,Yes,No,0,Yes,7,Offer B,Yes,48.66,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,65
5001,Female,35,No,Yes,No,0,Yes,10,Offer B,Yes,25.45,Yes,Yes,4,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,No,51
5002,Male,21,No,No,No,0,No,0,None,Yes,18.52,Yes,Yes,53,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,No,12
5003,Female,38,No,Yes,Yes,3,Yes,1,Offer C,Yes,4.47,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,24
5004,Female,27,No,Yes,No,0,Yes,1,Offer B,Yes,40.28,Yes,Yes,52,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,No,64
5005,Female,60,No,No,No,0,No,0,Offer C,Yes,25.66,Yes,Yes,3,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,26
5006,Female,57,No,Yes,Yes,1,Yes,3,None,Yes,37.9,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,15
5007,Female,21,No,Yes,No,0,Yes,1,Offer C,Yes,18.42,Yes,Yes,26,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,No,27
5008,Female,30,No,Yes,Yes,2,No,0,Offer E,Yes,5.09,No,Yes,51,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,8
5009,Male,51,No,No,No,0,No,0,Offer D,Yes,19.1,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,No,10
5010,Female,44,No,No,No,0,No,0,Offer E,Yes,29.28,No,Yes,4,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,No,2
5011,Male,33,No,Yes,No,0,Yes,1,Offer B,Yes,40.34,No,Yes,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,51
5012,Female,52,No,Yes,Yes,2,Yes,1,Offer B,Yes,24.33,No,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,No,46
5013,Male,40,No,No,No,0,No,0,Offer E,Yes,13.85,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,1
5014,Male,38,No,No,No,0,No,0,Offer B,Yes,41.1,Yes,Yes,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,No,46
5015,Female,62,No,Yes,No,0,Yes,4,Offer B,Yes,34.57,Yes,Yes,13,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,50
5016,Male,31,No,Yes,Yes,1,Yes,9,Offer B,Yes,2.11,No,Yes,19,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,No,53
5017,Male,48,No,Yes,No,0,Yes,8,Offer B,Yes,12.32,Yes,Yes,7,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,61
5018,Male,40,No,No,No,0,No,0,Offer E,Yes,42.52,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,No,5
5019,Male,33,No,No,No,0,No,0,Offer B,Yes,36.78,No,Yes,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,47
5020,Female,30,No,No,No,0,No,0,Offer B,Yes,37.65,Yes,Yes,30,No,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,No,54
5021,Male,19,No,No,Yes,2,No,0,Offer D,No,0,No,Yes,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,No,19
5022,Female,63,No,No,Yes,1,No,0,Offer C,Yes,2.48,No,Yes,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,26
5023,Male,31,No,Yes,Yes,1,Yes,10,Offer A,Yes,9.33,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,70
5024,Male,58,No,Yes,No,0,Yes,2,Offer D,Yes,10.11,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,17
5025,Female,45,No,No,Yes,1,No,0,Offer E,Yes,32.95,Yes,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,1
5026,Female,50,No,Yes,Yes,2,Yes,4,Offer D,Yes,38.43,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,19
5027,Female,23,No,Yes,No,0,Yes,6,Offer C,Yes,34.12,No,Yes,58,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,No,26
5028,Male,46,No,Yes,No,0,Yes,10,Offer B,Yes,38.29,Yes,Yes,16,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,50
5029,Female,58,No,Yes,No,0,Yes,8,Offer A,No,0,No,Yes,11,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,68
5030,Male,32,No,Yes,Yes,3,Yes,10,Offer E,Yes,44.37,No,Yes,57,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,No,9
5031,Female,23,No,Yes,Yes,2,Yes,7,Offer B,No,0,No,Yes,27,Yes,No,No,Yes,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,No,51
5032,Female,48,No,No,No,0,No,0,None,Yes,40.73,No,Yes,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,9
5033,Male,26,No,No,No,0,No,0,Offer D,Yes,28.42,Yes,Yes,73,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,22
5034,Male,41,No,Yes,Yes,1,Yes,5,Offer A,Yes,26.38,Yes,Yes,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,No,71
5035,Male,51,No,Yes,Yes,3,Yes,2,Offer C,Yes,36.71,Yes,Yes,57,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,No,26
5036,Male,29,No,Yes,No,0,Yes,2,Offer A,Yes,40.63,Yes,Yes,69,Yes,Yes,No,Yes,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,No,71
5037,Male,28,No,No,No,0,No,0,Offer E,Yes,43.77,No,Yes,41,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,No,4
5038,Female,61,No,No,No,0,No,0,Offer D,Yes,14.42,Yes,Yes,14,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,12
5039,Female,23,No,Yes,No,0,Yes,8,Offer D,Yes,18.55,Yes,Yes,59,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,18
5040,Female,42,No,No,No,0,No,0,Offer E,Yes,1.64,Yes,Yes,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,3
5041,Male,44,No,No,No,0,No,0,Offer D,Yes,45.03,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,13
5042,Male,56,No,Yes,No,0,Yes,1,Offer B,Yes,20.65,Yes,Yes,25,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,No,42
5043,Female,27,No,No,No,0,No,0,Offer D,Yes,22.26,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,17
5044,Female,27,No,Yes,No,0,Yes,1,Offer A,Yes,1.29,Yes,Yes,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,No,68
5045,Male,54,No,Yes,Yes,2,Yes,1,Offer B,Yes,37.67,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,56
5046,Female,52,No,Yes,Yes,3,Yes,1,Offer C,Yes,44.32,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,38
5047,Female,53,No,Yes,Yes,1,Yes,1,Offer A,Yes,36.82,Yes,Yes,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,72
5048,Female,44,No,No,No,0,No,0,Offer B,Yes,34.96,Yes,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,48
5049,Female,30,No,Yes,Yes,2,Yes,1,Offer C,Yes,18.29,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,35
5050,Male,60,No,Yes,No,0,Yes,1,Offer A,Yes,21.71,Yes,Yes,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,67
5051,Female,42,No,No,No,0,No,0,None,No,0,No,Yes,24,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,No,1
5052,Male,56,No,No,No,0,No,0,Offer B,Yes,49.21,No,Yes,29,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,No,53
5053,Male,44,No,Yes,Yes,1,Yes,1,Offer C,Yes,44.54,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,34
5054,Male,49,No,No,No,0,No,0,Offer D,Yes,9.55,No,Yes,6,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,No,19
5055,Male,45,No,No,No,0,No,0,Offer D,Yes,17.12,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,11
5056,Female,41,No,Yes,Yes,1,Yes,1,Offer B,Yes,43.33,Yes,Yes,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,No,60
